"id","name","category","price","description"
1297,"City chicken","Fashion",1806,"Erlang is a general-purpose, concurrent, functional programming language."
1298,"Hot chicken","Electronics",10042,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1299,"Chocolate Brownie","Beauty & Personal",3751,"The arguments can be primitive data types or compound data types."
1300,"Chowder","Fashion",10400,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1301,"Potato wedges","Office Supply",14735,"Do you have any idea why this is not working?"
1302,"Coq Au Vin","Books",18650,"The arguments can be primitive data types or compound data types."
1303,"Sweet Potato Fries","Sports & Outdoor",12733,"Type classes first appeared in the Haskell programming language."
1304,"Russian tea cake","Beauty & Personal",13849,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1305,"Beef Manhattan","Health & Hygine",6069,"Its main implementation is the Glasgow Haskell Compiler."
1306,"Fish Tacos","Home & Garden",1343,"The arguments can be primitive data types or compound data types."
1307,"Ploye","Electronics",7673,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1308,"Ribs","Sports & Outdoor",4620,"The arguments can be primitive data types or compound data types."
1309,"Fried fish","Video Games",4176,"Do you have any idea why this is not working?"
1310,"Cobb Salad","Home & Garden",8249,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1311,"Samosa","Health & Hygine",5995,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1312,"BBQ Ribs","Fashion",2123,"Type classes first appeared in the Haskell programming language."
1313,"Pickled cucumber","Office Supply",12185,"Haskell features a type system with type inference and lazy evaluation."
1314,"Frito Pie","Home & Garden",17688,"It is also a garbage-collected runtime system."
1315,"Apple sauce","Electronics",1613,"Its main implementation is the Glasgow Haskell Compiler."
1316,"Corn dog","Fashion",6111,"It is also a garbage-collected runtime system."
1317,"Ammonia cookie","Office Supply",18708,"Ports are created with the built-in function open_port."
1318,"Oysters Rockefeller","Music Instruments",14413,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1319,"Chicken Manchurian","Video Games",19533,"The arguments can be primitive data types or compound data types."
1320,"Brunswick stew","Video Games",14591,"Do you come here often?"
1321,"Mozzarella Sticks","Video Games",8571,"Do you come here often?"
1322,"Spaghetti Bolognese","Beauty & Personal",11462,"The arguments can be primitive data types or compound data types."
1323,"Pastrami on Rye","Health & Hygine",4696,"Erlang is a general-purpose, concurrent, functional programming language."
1324,"Blue cheese dressing","Beauty & Personal",6541,"The arguments can be primitive data types or compound data types."
1325,"Chicken and waffles","Home & Garden",18480,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1326,"Chicken Salad Wrap","Fashion",14860,"She spent her earliest years reading classic literature, and writing poetry."
1327,"Satay","Books",6702,"Tuples are containers for a fixed number of Erlang data types."
1328,"Senate bean soup","Music Instruments",13477,"Do you come here often?"
1329,"Porterhouse Steak","Home & Garden",11436,"Erlang is a general-purpose, concurrent, functional programming language."
1330,"Apple butter","Office Supply",14607,"Atoms are used within a program to denote distinguished values."
1331,"Sour cream","Health & Hygine",6715,"The arguments can be primitive data types or compound data types."
1332,"Patty","Music Instruments",6979,"Its main implementation is the Glasgow Haskell Compiler."
1333,"Crab Rangoon","Music Instruments",2711,"Erlang is a general-purpose, concurrent, functional programming language."
1334,"Scrapple","Sports & Outdoor",19249,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1335,"Crab Rangoon","Sports & Outdoor",9669,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1336,"Macaroni and cheese","Fashion",13993,"Type classes first appeared in the Haskell programming language."
1337,"Meatcake","Home & Garden",12427,"It is also a garbage-collected runtime system."
1338,"Ranch dressing","Video Games",6026,"Type classes first appeared in the Haskell programming language."
1339,"Falafel","Office Supply",16892,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1340,"Queso Fresco","Sports & Outdoor",18488,"Type classes first appeared in the Haskell programming language."
1341,"Buffalo wing","Music Instruments",11038,"Ports are used to communicate with the external world."
1342,"Garlic bread","Music Instruments",18785,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1343,"Baba Ghanoush","Music Instruments",13541,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1344,"Cheese stuffed crust pizza","Home & Garden",7700,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1345,"Bruschetta","Health & Hygine",9387,"Ports are created with the built-in function open_port."
1346,"Mashed potato","Fashion",18763,"Type classes first appeared in the Haskell programming language."
1347,"Bear claw","Office Supply",7078,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1348,"Pan Seared Scallops","Home & Garden",504,"Ports are used to communicate with the external world."
1349,"Pastrami","Books",13712,"Where are my pants?"
1350,"Bacon Cheeseburger","Sports & Outdoor",7706,"Atoms are used within a program to denote distinguished values."
1351,"Mashed pumpkin","Electronics",12799,"Do you come here often?"
1352,"Deviled crab","Books",13579,"Erlang is known for its designs that are well suited for systems."
1353,"Spring Rolls","Video Games",7883,"Tuples are containers for a fixed number of Erlang data types."
1354,"Clam chowder","Health & Hygine",12174,"Do you come here often?"
1355,"Abalone","Books",10979,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1356,"Jalapeno Poppers","Health & Hygine",11265,"Where are my pants?"
1357,"Scampi","Office Supply",4250,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1358,"Texas Toast","Sports & Outdoor",12752,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1359,"Hot Chicken sandwich","Video Games",6556,"Any element of a tuple can be accessed in constant time."
1360,"Pastrami","Home & Garden",9111,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1361,"New York-Style Pizza","Health & Hygine",6819,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1362,"New York-Style Pizza","Office Supply",8041,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1363,"Gazpacho","Health & Hygine",16585,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1364,"Chicken and waffles","Fashion",2569,"Do you have any idea why this is not working?"
1365,"Black Pudding","Electronics",7899,"Ports are used to communicate with the external world."
1366,"Carne pizzaiola","Fashion",17630,"Do you have any idea why this is not working?"
1367,"Pickled cucumber","Beauty & Personal",10025,"Do you have any idea why this is not working?"
1368,"Polenta","Video Games",1043,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1369,"Biscuit","Sports & Outdoor",12678,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1370,"Deep Fried Oreos","Home & Garden",6803,"He looked inquisitively at his keyboard and wrote another sentence."
1371,"Beignets","Beauty & Personal",14821,"Do you have any idea why this is not working?"
1372,"Cowboy beans","Video Games",9825,"Atoms are used within a program to denote distinguished values."
1373,"Samosa","Books",9545,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1374,"Tin Roof Ice Cream","Home & Garden",19644,"She spent her earliest years reading classic literature, and writing poetry."
1375,"Turkish Delight","Books",15104,"Type classes first appeared in the Haskell programming language."
1376,"Stuffed ham","Music Instruments",13906,"Where are my pants?"
1377,"Waffle","Music Instruments",5320,"Do you come here often?"
1378,"Kimchi","Fashion",8720,"The arguments can be primitive data types or compound data types."
1379,"Ploye","Electronics",9014,"She spent her earliest years reading classic literature, and writing poetry."
1380,"Cheese fries","Health & Hygine",14396,"The arguments can be primitive data types or compound data types."
1381,"Pulled pork","Sports & Outdoor",5632,"Do you come here often?"
1382,"Barbecue","Sports & Outdoor",12951,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
