"id","name","category","price","description"
1247,"Stuffed ham","Beauty & Personal",14690,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1248,"Pan Seared Scallops","Electronics",7974,"Ports are created with the built-in function open_port."
1249,"Texas Toast","Home & Garden",7719,"Do you come here often?"
1250,"Surf and turf","Home & Garden",18587,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1251,"Stuffed ham","Office Supply",1825,"Do you come here often?"
1252,"Philly Cheese Steak","Video Games",17525,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1253,"Spring Rolls","Health & Hygine",3237,"Erlang is a general-purpose, concurrent, functional programming language."
1254,"Slinger","Books",14515,"He looked inquisitively at his keyboard and wrote another sentence."
1255,"Souvlaki","Books",18953,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing."
1256,"Ribs","Books",16523,"Do you have any idea why this is not working?"
1257,"Swiss steak","Books",16774,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1258,"Smelt","Home & Garden",8657,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1259,"Toaster Strudel","Beauty & Personal",1279,"The arguments can be primitive data types or compound data types."
1260,"Creme Brulee","Music Instruments",17647,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1261,"Chile Relleno","Fashion",17580,"She spent her earliest years reading classic literature, and writing poetry."
1262,"Naan","Beauty & Personal",14479,"The arguments can be primitive data types or compound data types."
1263,"Corned beef","Books",5639,"Erlang is known for its designs that are well suited for systems."
1264,"Ice Cream Sundae","Office Supply",10306,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1265,"Potato skins","Music Instruments",14973,"Ports are created with the built-in function open_port."
1266,"Root Beer Float","Fashion",12321,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1267,"New York-Style Pizza","Fashion",15552,"Do you have any idea why this is not working?"
1268,"Ploye","Sports & Outdoor",11636,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1269,"Bread","Sports & Outdoor",13129,"He looked inquisitively at his keyboard and wrote another sentence."
1270,"Carolina style","Video Games",5380,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1271,"Sloppy joe","Video Games",3353,"The arguments can be primitive data types or compound data types."
1272,"Home fries","Music Instruments",1324,"Make me a sandwich."
1273,"Chicken Divan","Sports & Outdoor",18178,"Do you come here often?"
1274,"Bird's Nest Soup","Fashion",19449,"The arguments can be primitive data types or compound data types."
1275,"Spaghetti Bolognese","Video Games",19788,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1276,"Brunswick stew","Health & Hygine",12137,"Do you come here often?"
1277,"Italian Beef Sandwich","Beauty & Personal",18540,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1278,"Macaroni and Cheese","Books",2059,"Its main implementation is the Glasgow Haskell Compiler."
1279,"Currywurst","Home & Garden",6402,"Tuples are containers for a fixed number of Erlang data types."
1280,"Pop-Tarts","Video Games",9861,"In 1989 the building was heavily damaged by fire, but it has since been restored."
1281,"Gazpacho","Home & Garden",3585,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1282,"Hummus","Health & Hygine",19789,"Where are my pants?"
1283,"Crab Rangoon","Books",16631,"Erlang is a general-purpose, concurrent, functional programming language."
1284,"Hoppin' John","Sports & Outdoor",19369,"Ports are created with the built-in function open_port."
1285,"Chile Relleno","Beauty & Personal",16957,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1286,"Hoppin' John","Electronics",13567,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1287,"Chili con carne","Home & Garden",2538,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase."
1288,"Carolina style","Sports & Outdoor",15090,"Haskell features a type system with type inference and lazy evaluation."
1289,"Chocolate Chip Cookie","Video Games",4773,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1290,"Black Pudding","Sports & Outdoor",7883,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1291,"Shish Kabob","Health & Hygine",16887,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1292,"Choco pie","Health & Hygine",16421,"Do you have any idea why this is not working?"
1293,"Tuna casserole","Home & Garden",14156,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s."
1294,"Kobe Beef","Video Games",19510,"Make me a sandwich."
1295,"Blue-plate special","Music Instruments",4782,"Its main implementation is the Glasgow Haskell Compiler."
1296,"Bird's Nest Soup","Health & Hygine",4730,"Tuples are containers for a fixed number of Erlang data types."
1297,"Peanut butter","Office Supply",19806,"Where are my pants?"
1298,"Italian Beef Sandwich","Fashion",1554,"It is also a garbage-collected runtime system."
1299,"Sichuan Hot Pot","Health & Hygine",7546,"It is also a garbage-collected runtime system."
1300,"Salted caramel cookie","Video Games",7008,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1301,"Poke","Office Supply",7316,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom."
1302,"Meatcake","Fashion",967,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1303,"Poppyseed muffin","Office Supply",4080,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1304,"Polenta","Home & Garden",13039,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1305,"Fish Tacos","Sports & Outdoor",10674,"Ports are created with the built-in function open_port."
1306,"Chicken Alfredo","Video Games",19898,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn."
1307,"Grilled Snake","Electronics",13840,"Tuples are containers for a fixed number of Erlang data types."
1308,"Fortune cookie","Health & Hygine",7316,"It is also a garbage-collected runtime system."
1309,"Souvlaki","Music Instruments",1545,"Tuples are containers for a fixed number of Erlang data types."
1310,"Corn dog","Health & Hygine",1317,"Erlang is a general-purpose, concurrent, functional programming language."
1311,"Sushi","Health & Hygine",19007,"Erlang is known for its designs that are well suited for systems."
1312,"Deep Fried Oreos","Fashion",10194,"Ports are created with the built-in function open_port."
1313,"Butter cookie","Music Instruments",7684,"Ports are used to communicate with the external world."
1314,"Chocolate Chip Cookie","Beauty & Personal",13652,"I don't even care."
1315,"Chicken nuggets","Fashion",5413,"The arguments can be primitive data types or compound data types."
1316,"Spaghetti Bolognese","Home & Garden",3278,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1317,"Stuffed peppers","Fashion",9817,"She spent her earliest years reading classic literature, and writing poetry."
1318,"Polenta","Music Instruments",8079,"Make me a sandwich."
1319,"Crepes","Office Supply",14477,"Haskell features a type system with type inference and lazy evaluation."
1320,"American fried rice","Fashion",9379,"It is also a garbage-collected runtime system."
1321,"Pepperoni","Music Instruments",7922,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets."
1322,"Satay","Fashion",8782,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."""
1323,"Sichuan Hot Pot","Books",15777,"Type classes first appeared in the Haskell programming language."
1324,"Cornish game hen","Health & Hygine",12934,"Ports are used to communicate with the external world."
1325,"Chocolate Brownie","Music Instruments",2961,"She spent her earliest years reading classic literature, and writing poetry."
1326,"Chicken Divan","Books",16689,"I don't even care."
1327,"Chicken Divan","Sports & Outdoor",9426,"He looked inquisitively at his keyboard and wrote another sentence."
1328,"Bread","Beauty & Personal",12713,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing."
1329,"Shrimp and Grits","Video Games",11293,"Ports are used to communicate with the external world."
